,target,source
4454,vaidya02privacy,kantarcioglu02privacypreserving
4455,valencia98algebraic,valencia98hitch
4456,vandertorre00contrarytoduty,broersen01boid
4457,vandertorre00contrarytoduty,dignum00towards
4458,vandertorre00contrarytoduty,vandertorre01contextual
4459,vandertorre98diagnosis,broersen00leveled
4460,vandertorre98diagnosis,broersen01boid
4461,vandertorre98diagnosis,vandertorre00contrarytoduty
4462,vandertorre98diagnosis,vandertorre01contextual
4463,vandertorre99violation,vandertorre00contrarytoduty
4464,vaneijk01generalised,marini00specification
4465,vanhoof98specialising,vanhoof99bottomup
4466,vanlaerhoven00teaching,vanlaerhoven00what
4467,vanlaerhoven00what,schmidt01how
4468,vanlaerhoven00what,vanlaerhoven01realtime
4469,vanlaerhoven01combining,vanlaerhoven01realtime
4470,vanlaerhoven01realtime,533891
4471,vanschooten00process,vanschooten01structuring
4472,vanschooten01structuring,540018
4473,vanthong00speechbot,449447
4474,vanthong00speechbot,leung01towards
4475,vanzwol99searching,windhouwer01flexible
4476,varela99ant,487862
4477,varela99ant,cicirello01ant
4478,vasconcelos99probabilistic,vasconcelos00bayesian
4479,veloso98playing,asada00overview
4480,vianu01web,nambiar01benchmarking
4481,vianu01web,shasha02algorithmics
4482,vilalta00quantification,vilalta01rule
4483,vitek99secure,66053
4484,vitek99secure,bryce99coordination
4485,vitter99external,chomicki99animating
4486,vogler99toward,502642
4487,vogler99toward,rosales00hand
4488,vogt99fusion,vogt00how
4489,voncollani99neurofuzzy,309072
4490,waern98concall,bylund99coordinating
4491,waern98concall,kurki99agents
4492,wagner97artificial,bozzano99logic
4493,wagner97artificial,martelli99specification
4494,wah00constrained,chen01optimal
4495,wan01realtime,461165
4496,wang00concept,279508
4497,wang00concept,ipeirotis01probe
4498,wang00concept,nie01mining
4499,wang00nonmonotonic,baral00reasoning
4500,wang00using,ramampiaro00supporting
4501,wang01agentoriented,wang01agentoriented
4502,wang01supporting,537064
4503,wang98quasistable,wang99critical
4504,wang98quasistable,wang99negation
4505,wang98structure,swindells00system
4506,wang98structure,ware00rotating
4507,wang99critical,wang99negation
4508,wang99discovering,461789
4509,wang99discovering,lin02discovering
4510,wang99hierarchical,buffet02adaptive
4511,wang99hierarchical,ghavamzadeh01continuoustime
4512,wang99hierarchical,makar01hierarchical
4513,ware00reaching,bowman99interaction
4514,ware00reaching,jacob99software
4515,ware96evaluating,meng98data
4516,warshaw98monitoring,484682
4517,warshaw98monitoring,warshaw01facilitating
4518,warshaw99rulebased,warshaw01facilitating
4519,watson99embodied,202510
4520,weber00unsupervised,316064
4521,weber01textual,452192
4522,weinstein99agentbased,gandon02multiagent
4523,weiss98answer,weiss01predicting
4524,weiss98answer,weiss98learning
4525,weiss98intelligent,weiss01predicting
4526,weiss98learning,509713
4527,weiss98learning,weiss01predicting
4528,wendler98cbr,485557
4529,weng98visionguided,208646
4530,weng98visionguided,chen98learningbased
4531,werger00ayllu,390217
4532,werger00ayllu,michaud01using
4533,wersing00competitive,458592
4534,wess94casebased,162738
4535,wess94casebased,38463
4536,wess94casebased,griffiths95concept
4537,wess94casebased,wilke96framework
4538,wetzel98semantic,abdennadher00experimental
4539,wetzel98semantic,kakas01abduction
4540,white98towards,205160
4541,white98towards,409610
4542,white98towards,wittner00network
4543,whittaker00jotmail,508492
4544,wicke99compiling,gendelman00fast
4545,widom00wsqdsq,455426
4546,widom00wsqdsq,bruno02evaluating
4547,widom00wsqdsq,manolescu01efficient
4548,wiederhold95valueadded,mann01validating
4549,wiederhold95valueadded,wiederhold96conceptual
4550,wiederhold96conceptual,honavar98distributed
4551,wiederhold96conceptual,kurki99agents
4552,wiesmann99systematic,defago00totally
4553,wijsen99temporal,282608
4554,wijsen99temporal,wijsen99generalizing
4555,wijsen99temporal,wijsen99stringbased
4556,wilensky00digital,346876
4557,wilhelm99introducing,tan01trust
4558,williamson00approximating,williamson00foundations
4559,williamson00approximating,williamson00random
4560,wills00open,wills01open
4561,wilson01framework,493991
4562,wisneski98ambient,liechti00digital
4563,wisneski98ambient,streitz01roomware
4564,witten00building,yeates01memory
4565,witten01power,bergmark02collection
4566,witten01power,dlrg02background
4567,witten99greenstone,bergmark02collection
4568,witten99greenstone,dlrg02background
4569,wolf00expert,419282
4570,wolpert99general,442161
4571,wolpert99general,483769
4572,wolpert99general,dejong01multilayer
4573,wolpert99general,dutech01multiagent
4574,wolpert99general,joslyn99semiotic
4575,wolski98fuzzy,wolski00design
4576,wolter00spatiotemporal,cohn01qualitative
4577,wolter00spatiotemporal,sturm00tableau
4578,wonsever01contextual,vazov01system
4579,wood00overview,529980
4580,wood00overview,531861
4581,wood00overview,deloach01specifying
4582,wood00overview,miles00designing
4583,wood00overview,self01design
4584,wood00overview,tveit01survey
4585,wood00overview,wooldridge00agentoriented
4586,wooldridge00agentoriented,457130
4587,wooldridge00agentoriented,xu02modeling
4588,wooldridge00computationally,wooldridge02model
4589,wooldridge02model,huget02desiderata
4590,wooldridge98intention,354467
4591,wooldridge98intention,499517
4592,wooldridge98intention,schut00intention
4593,wooldridge98intention,schut01principles
4594,wooldridge98tableaubased,bennett00combinations
4595,wooldridge98tableaubased,dixon00resolutionbased
4596,wooldridge98tableaubased,hustadt00normal
4597,wooldridge98tableaubased,sturm00tableau
4598,wooldridge99methodology,292223
4599,wooldridge99methodology,323158
4600,wooldridge99methodology,525666
4601,wooldridge99methodology,deloach99multiagent
4602,wooldridge99methodology,flake01towards
4603,wooldridge99methodology,jennings00implementing
4604,wooldridge99methodology,joseph01why
4605,wooldridge99methodology,miles00designing
4606,wooldridge99methodology,scerri99ease
4607,wooldridge99methodology,tveit01survey
4608,wooldridge99methodology,vanschooten00process
4609,wooldridge99methodology,wang01agentoriented
4610,wooldridge99methodology,wooldridge00agentoriented
4611,wooldridge99methodology,yim00architecturecentric
4612,wroblewski00analyzing,332262
4613,wu00adaptive,400733
4614,wu00adaptive,wu00selfsupervised
4615,wu00discriminantem,peng01automatic
4616,wu01capturing,athitsos01appearancebased
4617,wu01capturing,athitsos01hand
4618,wu01towards,472783
4619,wu01towards,476601
4620,wu99firstorder,wu99firstorder
4621,xia99comprehensive,li01characterizing
4622,xu00maintaining,ezeife01selecting
4623,xu01framework,xu02modeling
4624,xu98neural,30494
4625,yagiura99variable,206485
4626,yang00improving,296568
4627,yang00improving,macskassy01intelligent
4628,yang00shopping,444362
4629,yang00temporal,bruckner01managing
4630,yang98extraction,zhu00segmenting
4631,yang98feature,helmer01automated
4632,yang98feature,inza99feature
4633,yang98feature,parekh00constructive
4634,yang99mixtures,roth00snowbased
4635,yangarber01scenario,peng01automatic
4636,yao98making,70288
4637,yen01cast,miller01training
4638,yen01cast,xu02modeling
4639,yim00architecturecentric,tveit01survey
4640,yin00knowledgebased,miller00training
4641,yin00knowledgebased,miller01training
4642,yin00knowledgebased,yen01cast
4643,younes00calibrating,cremers00diffusionsnakes
4644,younes00calibrating,kervrann00level
4645,yu01progressive,yu01indexing
4646,yu99efficient,279508
4647,yu99efficient,298782
4648,yu99efficient,375424
4649,yu99efficient,376145
4650,yu99efficient,472783
4651,yu99efficient,yu99efficient
4652,yu99efficient,yu99methodology
4653,yu99finding,206655
4654,yu99finding,279508
4655,yu99finding,298782
4656,yu99finding,375424
4657,yu99finding,376145
4658,yu99finding,liu98statistical
4659,yu99finding,wang00concept
4660,yu99finding,wu01towards
4661,yu99finding,yu99efficient
4662,yu99finding,yu99methodology
4663,yu99methodology,298782
4664,yu99methodology,wang00concept
4665,yu99methodology,yu99efficient
4666,yu99methodology,yu99methodology
4667,yvon94selflearning,federici95advances
4668,zaiane98discovering,117999
4669,zaiane98discovering,bonchi01web
4670,zaiane98discovering,mortazavi-asl01discovering
4671,zambonelli01organisational,532537
4672,zambonelli01organisational,deloach02analysis
4673,zamir98web,117999
4674,zamir98web,328087
4675,zamir98web,424127
4676,zamir98web,536996
4677,zamir98web,bergmark02collection
4678,zamir98web,bharat99comparison
4679,zamir98web,davison00topical
4680,zamir98web,dhillon01coclustering
4681,zamir98web,dhillon01concept
4682,zamir98web,dlrg02background
4683,zamir98web,dumais00hierarchical
4684,zamir98web,hu01overview
4685,zamir98web,pal02web
4686,zamir98web,slonim00document
4687,zamir98web,svidzinska01world
4688,zamir99grouper,271585
4689,zamir99grouper,387202
4690,zamir99grouper,536996
4691,zamir99grouper,davison00topical
4692,zamir99grouper,drori00using
4693,zamir99grouper,joho02hierarchical
4694,zamir99grouper,kruschwitz01exploiting
4695,zamir99grouper,svidzinska01world
4696,zelikovitz00improving,nigam01using
4697,zhang01dyda,344548
4698,zhang01maximum,453805
4699,zhang01pvm,chen01detection
4700,zhang01pvm,chen01txnwrap
4701,zhang01pvm,zhang01dyda
4702,zhang01supporting,li01indexing
4703,zhang01supporting,zhang01supporting
4704,zhang99evolving,zhang01evolutionary
4705,zhang99sdcc,298012
4706,zhang99sdcc,344548
4707,zhang99sdcc,chen01detection
4708,zhang99sdcc,zhang01dyda
4709,zhang99situated,zhang99towards
4710,zhao98empirical,zhao99discriminant
4711,zheng98stochastic,90601
4712,zheng98stochastic,zheng98integrating
4713,zhu00incorporating,clarke01exploiting
4714,zhu00segmenting,vonhardenberg01barehand
